IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP2;IP_PROP3;IP_PROP4;IP_PROP5;IP_PROP6;IP_PROP7;IP_PROP8;IP_PROP9;IP_PROP10;IP_PROP11;IP_PROP12;IP_PROP15;IP_PROP13;IP_PROP16;IP_PROP25;IP_PROP14;IP_PROP18;IP_PROP17;IC_GROUP0;IC_GROUP1;IC_GROUP2
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand1;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand1;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/ce1/80dabxecovqfhhyaei8ku7jzi5jhqx4e.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand1;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/ad3/3kyb3qcmy4mzab2881yneekzm64y7b88.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand1;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/254/uu31lg2p1a28175ir08nwqoiwhcjt6ja.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand3;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/de0/h4p7hrx6ys3wucgvgou8k74qat77gy9w.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand3;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand3;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/ce1/80dabxecovqfhhyaei8ku7jzi5jhqx4e.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand3;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/ad3/3kyb3qcmy4mzab2881yneekzm64y7b88.jpg;;;;Да;;Платья;;
262;Платье Весенняя Легкость;8;Y;;;;;text;/upload/iblock/a36/oytxd901gcz036631tft0dtukmm6vl37.jpg;"Трикотажное платье без рукавов и округлым вырезом горловины. Небольшие складки по линии талии и широкий втачной пояс формируют привлекательный силуэт. Отличный выбор для ярких будней.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Вырез горловины:</b> Округлый вырез</li>

							<li><b>Длина изделия:</b> Миди, 92.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 57.0 см</li>

							<li><b>Покрой:</b> Приталенный</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;dress-spring-ease;750;;;;;brand3;;;;144-13-xx;"Россия ""Модница""";трикотаж;;;/upload/iblock/254/uu31lg2p1a28175ir08nwqoiwhcjt6ja.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company1;;;да;144-14-xx;;;;2;/upload/iblock/aa5/iz128pa2ubh21wbp0bfln2rkvkg2437q.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company1;;;да;144-14-xx;;;;2;/upload/iblock/49f/06eg7rspz45bb4qpjmoahfp1dqedu3x9.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company1;;;да;144-14-xx;;;;2;/upload/iblock/6ac/bq802h23ymgzykjodo663mvkhp8g118u.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company1;;;да;144-14-xx;;;;2;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company1;;;да;144-14-xx;;;;2;/upload/iblock/c64/rax3pjnkzd5whc332e9ctr07kq2sq8mi.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company3;;;да;144-14-xx;;;;2;/upload/iblock/aa5/iz128pa2ubh21wbp0bfln2rkvkg2437q.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company3;;;да;144-14-xx;;;;2;/upload/iblock/49f/06eg7rspz45bb4qpjmoahfp1dqedu3x9.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company3;;;да;144-14-xx;;;;2;/upload/iblock/6ac/bq802h23ymgzykjodo663mvkhp8g118u.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company3;;;да;144-14-xx;;;;2;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;company3;;;да;144-14-xx;;;;2;/upload/iblock/c64/rax3pjnkzd5whc332e9ctr07kq2sq8mi.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;brand2;;;да;144-14-xx;;;;2;/upload/iblock/aa5/iz128pa2ubh21wbp0bfln2rkvkg2437q.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;brand2;;;да;144-14-xx;;;;2;/upload/iblock/49f/06eg7rspz45bb4qpjmoahfp1dqedu3x9.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;brand2;;;да;144-14-xx;;;;2;/upload/iblock/6ac/bq802h23ymgzykjodo663mvkhp8g118u.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;brand2;;;да;144-14-xx;;;;2;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;brand2;;;да;144-14-xx;;;;2;/upload/iblock/c64/rax3pjnkzd5whc332e9ctr07kq2sq8mi.jpg;;;;Да;;Платья;;
271;Платье Ночная Жизнь;9;Y;;;;Элегантное платье из приятного вискозного материала с добавлением искусственных волокон подчеркнет тонкий вкус и мастерство в подборе нарядов своей обладательницы. ;text;/upload/iblock/978/irfgdusl25qvmpyg0ica7tiuvby1tbjg.jpg;"Превосходное платье, выполненное из комфортного материала. Модель эффектно открывает плечи. Приталенный силуэт подчеркивает стройность фигуры. Отличный вариант для женского гардероба.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Длина изделия:</b> Мини, 85.0 см</li>

							<li><b>Длина рукава: </b>Длинные, 56.0 см</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Стиль:</b> Женственный стиль</li>

							<li><b>Страна бренда:</b> Турция</li>

							<li><b>Страна производитель:</b> Турция</li>
							</ul>
							</div>
							</div>
						";html;dress-nightlife;740;;;;;brand1;;;да;144-14-xx;;;;2;/upload/iblock/aa5/iz128pa2ubh21wbp0bfln2rkvkg2437q.jpg;;;;Да;;Платья;;
